birth_year,games,games_starts,minutes,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,goals
1999,8,8,620,3,0,0,0,0,0.29,0.44,0.73,0.29,0.73,1.6,1.6,1.6,0.23,0.23,0.23,0.23,0.23,6.9,0,8,0,44.4,44.4,1.16,0.11,0.25,0.09,0.4,0.4,136,168,81,2013,364,79,92,85.9,49,59,83.1,5,9,55.6,3,12,14,10,3,21,152,16,1,1,1,1,11,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,20,2.9,18,0,0,2,0,4,0.58,4,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,2,1,1,0,227,2,17,96,116,36,227,227,227,227,227,227,149,149,149,22,6,12,12,168,168,13,11,0,1,5,2,0,0,0,19,0,3,0,2
1997,7,7,630,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.05,0.05,0.05,0.05,0.05,7,0,3,0,50,50,0.43,0,0,0.06,-0.4,-0.4,613,661,92.7,10990,3423,249,256,97.3,316,334,94.6,43,61,70.5,0,1,58,3,1,50,647,13,6,1,1,0,5,0,0,0,0,0,0,0,0,0,0,7,7,1,1,1,2,10,1.43,9,0,0,1,0,0,0,0,0,0,0,0,0,8,4,5,2,1,1,1,1,1,1,1,1,1,1,1,5,3,3,2,7,15,0,711,41,225,426,62,8,711,711,711,711,711,711,539,539,539,14,20,0,0,596,596,1,1,0,4,4,0,0,0,1,22,6,5,54.5,0
1997,8,7,544,0,0,0,0,0,0.33,0,0.33,0.33,0.33,2.4,2.4,2.4,0.4,0.4,0.4,0.4,0.4,6,0,4,0,23.5,23.5,0.66,0.12,0.5,0.14,-0.4,-0.4,160,203,78.8,2291,478,99,114,86.8,45,56,80.4,10,16,62.5,0,7,6,7,0,15,197,6,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,7,31,5.13,20,0,0,4,4,2,0.33,2,0,0,0,0,0,9,7,0,4,5,5,5,5,5,5,5,5,5,5,5,3,0,0,3,1,0,0,264,1,25,98,145,31,264,264,264,264,264,264,179,179,179,20,13,7,7,202,202,14,13,0,15,11,5,0,0,0,29,3,6,33.3,2
1993,8,8,710,2,0,0,4,0,0,0.25,0.25,0,0.25,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02,7.9,0,1,1,20,20,0.13,0,0,0.03,-0.2,-0.2,329,449,73.3,5329,1821,158,185,85.4,145,183,79.2,21,52,40.4,2,15,18,14,8,27,354,94,14,0,0,1,60,16,9,3,0,0,0,0,0,0,0,64,64,1,1,1,17,29,3.68,18,9,9,1,1,2,0.25,2,0,0,0,0,0,15,7,11,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,15,16,0,523,21,136,192,197,15,523,523,523,523,523,523,263,263,263,10,5,2,2,295,295,8,7,0,12,11,0,0,0,0,39,10,6,62.5,0
1997,8,8,700,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.02,0.02,0.02,0.02,0.02,7.8,0,1,0,33.3,33.3,0.13,0,0,0.05,-0.2,-0.2,546,606,90.1,10449,3510,179,194,92.3,331,345,95.9,34,56,60.7,0,0,46,1,0,45,591,13,10,1,1,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,5,3,0.39,3,0,0,0,0,0,0,0,0,0,0,0,0,11,6,8,2,1,1,1,1,1,1,1,1,1,1,1,8,4,4,4,7,36,1,677,50,284,383,12,3,677,677,677,677,677,677,477,477,477,9,4,0,0,515,515,1,3,0,8,4,0,0,1,0,40,13,8,61.9,0
1998,8,8,720,0,0,0,2,0,0.12,0,0.12,0.12,0.12,0.8,0.8,0.8,0.1,0.1,0.1,0.1,0.1,8,0,2,0,28.6,28.6,0.25,0.14,0.5,0.11,0.2,0.2,651,718,90.7,11208,3391,258,270,95.6,364,382,95.3,27,54,50,0,2,39,2,0,35,696,21,13,1,1,7,5,0,0,0,0,0,0,0,0,0,0,6,6,1,1,1,6,6,0.75,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,8,7,7,1,4,24,1,779,83,355,393,33,9,779,779,779,779,779,779,561,561,561,6,3,1,1,622,622,3,2,0,5,4,3,0,0,0,46,22,7,75.9,1
2005,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,4,4,100,45,8,4,4,100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,6,6,6,6,6,6,4,4,4,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2003,3,1,118,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.05,0.05,0.05,0.05,0.05,1.3,0,1,0,100,100,0.76,0,0,0.07,-0.1,-0.1,21,32,65.6,216,5,17,19,89.5,3,9,33.3,0,1,0,0,1,0,0,0,0,29,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,3,2.29,1,0,0,1,1,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,3,0,0,3,1,0,0,57,0,8,17,33,5,57,57,57,57,57,57,40,40,40,5,7,4,4,37,37,6,2,0,1,4,0,0,0,0,6,1,0,100,0
1992,4,0,138,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.08,0.08,0.08,0.08,0.08,1.5,0,0,0,0,0,0,0,0,0.12,-0.1,-0.1,37,52,71.2,511,138,21,26,80.8,12,17,70.6,1,3,33.3,0,1,1,0,0,1,42,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,3,1,0.65,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,1,10,0,75,16,28,30,17,2,75,75,75,75,75,75,38,38,38,1,0,0,0,32,32,3,0,0,4,1,0,0,0,0,10,2,5,28.6,0
2002,5,4,327,0,0,0,1,0,0.28,0,0.28,0.28,0.28,0.3,0.3,0.3,0.07,0.07,0.07,0.07,0.07,3.6,0,3,0,33.3,33.3,0.83,0.11,0.33,0.03,0.7,0.7,111,149,74.5,1517,234,73,82,89,32,44,72.7,3,5,60,0,8,2,8,2,8,149,0,0,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,4.66,12,0,0,2,1,0,0,0,0,0,0,0,0,11,6,5,4,2,2,2,2,2,2,2,2,2,2,2,3,0,0,3,5,2,0,216,2,26,50,142,29,216,216,216,216,216,216,162,162,162,35,8,20,20,161,161,10,3,0,2,12,1,0,0,0,21,1,1,50,1
1998,3,3,259,0,0,0,0,0,0.35,0,0.35,0.35,0.35,0.1,0.1,0.1,0.04,0.04,0.04,0.04,0.04,2.9,0,2,0,66.7,66.7,0.69,0.33,0.5,0.04,0.9,0.9,132,154,85.7,2031,526,71,80,88.8,48,55,87.3,8,11,72.7,0,0,15,5,0,22,149,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,8,2.78,8,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,6,0,183,8,39,87,57,5,183,183,183,183,183,183,94,94,94,3,6,1,1,120,120,2,0,0,2,1,0,0,0,0,15,4,2,66.7,1
1997,7,5,476,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,5.3,0,0,0,0,0,0,0,0,0.07,-0.1,-0.1,301,339,88.8,5149,1666,135,144,93.8,143,152,94.1,19,31,61.3,0,0,22,0,0,17,320,17,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,6,3,0.57,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,2,0,0,0,0,0,0,0,0,0,0,0,9,9,9,0,8,8,0,378,46,196,163,22,1,378,378,378,378,378,378,259,259,259,1,8,0,0,284,284,2,0,0,6,6,0,0,0,0,18,12,9,57.1,0
1993,8,8,676,0,0,0,1,0,0.4,0,0.4,0.4,0.4,3.1,3.1,3.1,0.42,0.42,0.42,0.42,0.42,7.5,0,10,0,62.5,62.5,1.33,0.19,0.3,0.24,-0.1,-0.1,224,275,81.5,3052,724,125,145,86.2,72,84,85.7,10,15,66.7,0,15,19,5,1,26,265,10,0,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,3.59,23,0,0,3,0,2,0.27,0,0,0,2,0,0,14,10,4,7,3,3,3,3,3,3,3,3,3,3,3,11,0,0,11,3,0,0,355,3,35,163,159,36,355,355,355,355,355,355,207,207,207,19,14,6,6,253,253,19,8,0,13,2,4,0,0,0,30,7,11,38.9,3
2000,7,7,629,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.02,7,0,1,0,33.3,33.3,0.14,0,0,0.04,-0.1,-0.1,254,292,87,3933,1366,132,148,89.2,108,122,88.5,11,14,78.6,0,4,28,5,0,35,288,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,2.15,13,0,0,1,0,3,0.43,3,0,0,0,0,0,21,11,10,7,4,4,4,4,4,4,4,4,4,4,4,10,2,2,8,16,9,0,379,18,100,217,69,5,379,379,379,379,379,379,201,201,201,7,8,1,1,220,220,13,7,0,7,0,0,0,0,0,56,4,6,40,0
1999,8,5,475,1,0,0,0,0,0,0.19,0.19,0,0.19,0.2,0.2,0.2,0.04,0.04,0.04,0.04,0.04,5.3,0,0,0,0,0,0,0,0,0.03,-0.2,-0.2,158,254,62.2,3209,1527,66,76,86.8,55,77,71.4,34,84,40.5,1,21,13,6,3,22,169,83,10,0,0,3,62,29,13,14,2,2,2,2,2,2,2,44,44,2,2,2,7,32,6.06,15,15,15,0,0,1,0.19,0,1,1,0,0,0,10,7,6,2,2,2,2,2,2,2,2,2,2,2,2,14,0,0,14,5,8,0,317,14,81,83,157,18,317,317,317,317,317,317,113,113,113,10,5,6,6,133,133,5,1,0,7,0,1,0,0,0,32,10,2,83.3,0
2001,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,17,20,85,328,67,8,9,88.9,8,9,88.9,1,2,50,0,0,2,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,24,0,4,20,0,0,24,24,24,24,24,24,16,16,16,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1991,8,8,720,0,0,0,2,0,0.12,0,0.12,0.12,0.12,1.3,1.3,1.3,0.16,0.16,0.16,0.16,0.16,8,0,2,1,16.7,16.7,0.25,0.08,0.5,0.11,-0.3,-0.3,682,763,89.4,13083,4394,238,252,94.4,353,382,92.4,80,110,72.7,0,3,58,3,1,50,700,58,35,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,14,1.75,10,1,1,3,0,3,0.37,3,0,0,0,0,0,7,3,4,3,0,0,0,0,0,0,0,0,0,0,0,9,8,8,1,6,16,0,816,88,360,420,45,20,816,816,816,816,816,816,589,589,589,15,6,0,0,620,620,5,1,0,4,2,0,0,1,0,51,15,5,75,1
2003,6,0,73,0,0,0,2,0,2.47,0,2.47,2.47,2.47,0.7,0.7,0.7,0.9,0.9,0.9,0.9,0.9,0.8,0,3,0,60,60,3.7,0.4,0.67,0.15,1.3,1.3,21,30,70,251,42,14,20,70,5,6,83.3,0,0,0,0,1,1,1,0,2,29,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3.7,2,0,0,0,0,1,1.23,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,44,1,3,22,21,7,44,44,44,44,44,44,24,24,24,4,2,4,4,31,31,4,3,0,6,0,0,0,0,0,4,4,1,80,2
1993,8,8,720,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,283,343,82.5,7377,5135,69,69,100,143,146,97.9,71,128,55.5,0,1,10,1,0,1,288,55,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.37,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,348,263,344,4,0,0,348,348,348,348,348,348,232,232,232,0,0,0,0,230,230,0,0,0,0,1,0,0,0,0,12,2,0,100,0
1998,7,7,607,0,0,0,0,0,0.59,0,0.59,0.59,0.59,2.6,2.6,2.6,0.38,0.38,0.38,0.38,0.38,6.7,0,9,1,45,45,1.33,0.2,0.44,0.13,1.4,1.4,82,122,67.2,980,243,52,64,81.3,21,27,77.8,1,4,25,0,6,5,4,0,16,119,2,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11,19,2.82,14,0,0,1,0,1,0.15,1,0,0,0,0,0,9,3,2,1,6,6,6,6,6,6,6,6,6,6,6,3,0,0,3,3,7,0,207,7,23,73,118,35,207,207,207,207,207,207,126,126,126,12,8,7,7,144,144,20,10,0,7,6,4,0,0,0,18,11,18,37.9,4
1992,6,6,482,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.03,0.03,0.03,0.03,0.03,5.4,0,1,0,33.3,33.3,0.19,0,0,0.05,-0.2,-0.2,128,185,69.2,2449,988,38,49,77.6,79,92,85.9,9,38,23.7,0,0,5,1,0,5,181,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,10,4,4,6,13,39,1,257,58,163,81,13,9,257,257,257,257,257,257,106,106,106,0,2,0,0,133,133,2,1,0,6,1,0,0,1,0,21,14,8,63.6,0
2002,8,2,298,1,0,0,0,0,0.3,0.3,0.6,0.3,0.6,0.8,0.8,0.8,0.23,0.23,0.23,0.23,0.23,3.3,0,6,0,60,60,1.81,0.1,0.17,0.08,0.2,0.2,89,116,76.7,1166,334,62,76,81.6,20,25,80,4,7,57.1,1,4,3,7,1,10,113,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,14,4.23,8,0,0,2,1,1,0.3,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,3,0,167,2,30,46,93,19,167,167,167,167,167,167,106,106,106,18,13,8,8,124,124,10,3,0,0,5,4,0,0,0,16,1,5,16.7,1
2003,6,1,168,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.06,0.06,0.06,0.06,0.06,1.9,0,0,0,0,0,0,0,0,0.03,-0.1,-0.1,84,101,83.2,1247,312,50,55,90.9,28,32,87.5,4,6,66.7,0,3,7,6,0,14,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,4,2.13,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,116,2,9,56,54,5,116,116,116,116,116,116,71,71,71,6,5,2,2,91,91,3,2,0,0,1,0,0,0,0,9,1,0,100,0
1999,5,1,114,0,0,0,0,0,0.79,0,0.79,0.79,0.79,0,0,0,0.03,0.03,0.03,0.03,0.03,1.3,0,1,0,100,100,0.79,1,1,0.03,1,1,151,166,91,1976,389,95,100,95,43,45,95.6,3,6,50,0,0,12,0,0,9,148,18,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,4,1,0.79,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8,0,185,11,42,82,63,2,185,185,185,185,185,185,129,129,129,9,6,1,1,135,135,0,1,0,2,3,0,0,0,0,12,1,1,50,1
1993,5,1,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,57,68,83.8,838,292,30,33,90.9,25,29,86.2,1,2,50,0,0,6,0,0,5,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2.43,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,3,0,81,5,23,52,7,0,81,81,81,81,81,81,41,41,41,0,0,0,0,57,57,1,2,0,3,3,0,0,0,0,7,1,1,50,0
1992,7,3,377,1,0,0,0,0,0.24,0.24,0.48,0.24,0.48,0.4,0.4,0.4,0.09,0.09,0.09,0.09,0.09,4.2,0,2,0,66.7,66.7,0.48,0.33,0.5,0.12,0.6,0.6,220,267,82.4,3649,792,113,124,91.1,88,102,86.3,14,28,50,1,6,19,3,0,23,247,19,9,0,0,4,14,8,5,1,1,1,1,1,1,1,1,2,2,1,1,1,3,15,3.58,13,1,1,0,0,2,0.48,1,0,0,0,0,1,8,6,2,5,1,1,1,1,1,1,1,1,1,1,1,8,3,3,5,2,3,0,294,7,57,158,83,4,294,294,294,294,294,294,192,192,192,8,8,1,1,214,214,1,5,0,4,1,0,0,0,0,26,1,3,25,1
1998,6,6,495,3,0,0,2,0,0.18,0.55,0.73,0.18,0.73,0.9,0.9,0.9,0.16,0.16,0.16,0.16,0.16,5.5,0,4,0,50,50,0.73,0.13,0.25,0.11,0.1,0.1,284,341,83.3,4233,1360,164,177,92.7,98,117,83.8,11,22,50,3,13,23,18,5,41,297,41,11,0,0,2,19,0,0,0,0,0,0,0,0,0,0,30,30,3,3,3,6,21,3.82,19,0,0,1,0,2,0.36,2,0,0,0,0,0,7,3,5,2,0,0,0,0,0,0,0,0,0,0,0,7,1,1,6,8,7,0,400,17,69,206,129,24,400,400,400,400,400,400,254,254,254,22,12,8,8,256,256,10,2,0,9,4,1,0,0,1,39,6,6,50,1
1988,3,2,185,1,0,0,0,0,0,0.49,0.49,0,0.49,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,109,123,88.6,1753,432,49,56,87.5,51,53,96.2,5,8,62.5,1,2,9,2,0,6,109,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0.97,2,0,0,0,0,1,0.49,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,12,0,143,28,73,64,6,1,143,143,143,143,143,143,70,70,70,0,0,0,0,84,84,1,0,0,1,5,0,0,0,0,12,7,2,77.8,0
1998,7,7,627,0,0,0,1,0,0.14,0,0.14,0.14,0.14,2.3,2.3,2.3,0.33,0.33,0.33,0.33,0.33,7,0,8,4,29.6,29.6,1.15,0.04,0.13,0.09,-1.3,-1.3,209,267,78.3,3285,978,105,117,89.7,79,94,84,18,39,46.2,0,18,12,13,1,24,212,53,19,3,3,0,39,24,7,14,0,0,0,0,0,0,0,1,1,2,2,2,4,32,4.59,8,15,15,3,3,0,0,0,0,0,0,0,0,12,4,0,5,7,7,7,7,7,7,7,7,7,7,7,4,1,1,3,2,1,0,378,3,33,137,215,30,378,378,378,378,378,378,240,240,240,21,19,12,12,262,262,23,16,0,7,13,1,0,0,0,36,6,7,46.2,1
2002,4,0,119,0,0,0,1,0,0.76,0,0.76,0.76,0.76,1.8,1.8,1.8,1.35,1.35,1.35,1.35,1.35,1.3,0,3,0,37.5,37.5,2.27,0.13,0.33,0.23,-0.8,-0.8,38,40,95,546,166,23,23,100,7,7,100,4,4,100,0,1,2,2,0,10,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,4.5,5,0,0,1,0,1,0.75,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,60,0,8,31,21,9,60,60,60,60,60,60,39,39,39,4,1,3,3,53,53,2,2,0,4,3,0,0,0,0,3,1,1,50,1
2004,8,5,362,0,0,0,0,0,0.99,0,0.99,0.99,0.99,2.5,2.5,2.5,0.62,0.62,0.62,0.62,0.62,4,0,11,0,68.8,68.8,2.73,0.25,0.36,0.16,1.5,1.5,78,87,89.7,1026,173,54,58,93.1,13,15,86.7,6,6,100,0,3,4,3,0,7,75,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,9,2.24,8,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,5,0,3,0,140,5,13,61,68,14,140,140,140,140,140,140,93,93,93,4,4,0,0,109,109,12,10,0,9,10,4,0,0,0,8,3,1,75,4
1994,8,8,720,1,1,1,3,0,0.25,0.12,0.37,0.12,0.25,2.7,1.9,1.9,0.34,0.34,0.34,0.24,0.24,8,1,10,2,41.7,41.7,1.25,0.04,0.1,0.08,-0.7,-0.9,376,533,70.5,6882,2463,179,212,84.4,127,172,73.8,58,111,52.3,1,22,43,27,4,81,465,63,13,5,5,10,57,34,9,16,1,1,1,1,1,1,1,9,9,5,5,5,16,41,5.12,31,7,7,1,0,4,0.5,3,1,1,0,0,0,17,9,8,4,5,5,5,5,5,5,5,5,5,5,5,7,1,1,6,7,10,0,625,20,91,246,293,22,624,624,624,624,624,624,339,339,339,8,15,0,0,424,424,10,6,0,8,7,5,0,0,0,50,4,5,44.4,2
2001,8,8,686,0,0,1,3,0,0,0,0,0,0,2.2,1.4,1.4,0.29,0.29,0.29,0.18,0.18,7.6,1,4,2,26.7,26.7,0.52,0,0,0.09,-2.2,-1.4,535,621,86.2,9524,2927,248,261,95,199,228,87.3,69,93,74.2,0,12,75,18,1,83,575,38,19,10,10,10,28,17,3,7,0,0,0,0,0,0,0,2,2,8,8,8,7,33,4.33,25,4,4,2,2,1,0.13,1,0,0,0,0,0,13,8,4,4,5,5,5,5,5,5,5,5,5,5,5,15,3,3,12,4,7,0,699,10,95,395,212,18,698,698,698,698,698,698,472,472,472,22,20,3,3,560,560,10,10,0,8,13,1,0,0,0,36,5,8,38.5,0
1993,7,7,630,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,264,331,79.8,6673,4398,48,48,100,149,150,99.3,66,130,50.8,0,0,8,0,0,1,268,62,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,345,276,337,8,0,0,345,345,345,345,345,345,222,222,222,0,0,0,0,219,219,0,0,0,1,1,0,0,1,0,6,2,0,100,0
2000,8,7,606,3,0,0,0,0,0.15,0.45,0.59,0.15,0.59,0.9,0.9,0.9,0.13,0.13,0.13,0.13,0.13,6.7,0,4,0,28.6,28.6,0.59,0.07,0.25,0.06,0.1,0.1,263,321,81.9,3601,700,170,184,92.4,61,75,81.3,14,29,48.3,3,20,6,9,0,27,291,30,9,5,5,2,22,19,3,10,0,0,0,0,0,0,0,2,2,0,0,0,13,32,4.75,22,6,6,1,1,3,0.45,2,1,1,0,0,0,9,7,4,3,2,2,2,2,2,2,2,2,2,2,2,3,0,0,3,2,5,0,383,7,44,138,208,31,383,383,383,383,383,383,248,248,248,14,17,7,7,300,300,13,9,0,5,13,0,0,0,0,29,2,5,28.6,1
1991,8,8,720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,189,293,64.5,5861,4723,43,43,100,73,75,97.3,73,174,42,0,0,2,0,0,0,179,113,36,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,318,273,316,2,0,0,318,318,318,318,318,318,167,167,167,0,0,0,0,98,98,0,0,0,1,5,0,0,0,1,7,0,0,0,0
1996,6,1,144,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.15,0.15,0.15,0.15,0.15,1.6,0,2,0,40,40,1.25,0,0,0.05,-0.2,-0.2,51,64,79.7,842,154,25,30,83.3,15,18,83.3,7,9,77.8,0,2,6,2,0,7,61,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,8,5,6,0,0,0,0,1,0.62,0,0,0,0,0,1,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,86,1,16,37,34,11,86,86,86,86,86,86,48,48,48,2,5,2,2,52,52,4,2,0,1,0,0,0,0,0,11,0,2,0,0
2000,6,6,517,2,0,0,0,1,0.52,0.35,0.87,0.52,0.87,1.6,1.6,1.6,0.27,0.27,0.27,0.27,0.27,5.7,0,5,0,50,50,0.87,0.3,0.6,0.16,1.4,1.4,84,120,70,1237,163,48,66,72.7,28,35,80,4,7,57.1,2,4,4,4,0,6,105,15,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1.57,7,0,0,1,0,1,0.17,1,0,0,0,0,0,7,1,2,2,3,3,3,3,3,3,3,3,3,3,3,6,1,1,5,1,10,0,189,13,23,82,88,21,189,189,189,189,189,189,105,105,105,15,7,8,8,120,120,17,10,0,8,5,5,0,0,0,20,12,21,36.4,3
